"CLUSTER","RMSE","MAE","R2","RE"
"1",1403.69650297352,655.280702817604,0.297807183526574,0.795144592686677
"2",62.008158972911,21.751005892512,0.208715373885475,0.687042139390988
"3",1017.02713201542,198.376660559388,0.0539023917711421,0.558784713392538
"4",40.760277326334,10.7320337853215,0.070126949296129,0.668773269712963
"5",657.045968181245,156.397360408208,0.219014128378405,0.562757989758246
"6",151.844684412461,79.5944303312288,0.303147376892737,0.970537074881538
"NET",763.59631383506,187.676069602051,0.327789849826877,0.6781179354058
