"","dam_name","median_before","median_after","trapping_efficiency_pct"
"1","West Point",40.7008511836516,9.1843908676414,77.4344010001183
"2","Walter F. George",23.8278080957902,8.66894544840615,63.6183680279944
"3","George W. Andrews",12.2281537052387,11.7139112904941,4.20539704636069
